,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
12178,I719466,C258462,Female,45,Toys,3,107.52,Credit Card,30/07/2022,Mall of Istanbul
12179,I177780,C152497,Male,28,Toys,5,179.2,Credit Card,19/01/2023,Metropol AVM
12180,I139559,C323577,Male,22,Clothing,2,600.16,Cash,24/06/2022,Metropol AVM
12181,I453758,C318305,Female,36,Clothing,4,1200.32,Debit Card,25/07/2022,Kanyon
12182,I223864,C211087,Female,34,Clothing,4,1200.32,Cash,21/06/2021,Kanyon
12183,I289864,C532126,Female,21,Food & Beverage,4,20.92,Credit Card,21/09/2021,Mall of Istanbul
12184,I349750,C888175,Female,35,Books,5,75.75,Debit Card,23/11/2022,Forum Istanbul
12185,I111201,C181255,Female,43,Food & Beverage,3,15.69,Debit Card,19/01/2022,Istinye Park
12186,I236708,C251720,Female,39,Toys,5,179.2,Credit Card,18/02/2022,Metropol AVM
12187,I265406,C112889,Female,48,Food & Beverage,1,5.23,Debit Card,12/2/2023,Metrocity
12188,I260152,C673129,Female,58,Food & Beverage,5,26.15,Cash,12/5/2021,Emaar Square Mall
12189,I803132,C325304,Female,21,Technology,4,4200.0,Credit Card,25/07/2022,Kanyon
12190,I167265,C305792,Male,53,Souvenir,2,23.46,Debit Card,7/2/2023,Metrocity
12191,I275647,C265849,Female,41,Clothing,4,1200.32,Cash,22/03/2022,Metropol AVM
12192,I245372,C160056,Female,66,Clothing,5,1500.4,Cash,10/1/2023,Kanyon
12193,I105546,C135694,Female,30,Food & Beverage,5,26.15,Cash,1/10/2021,Metropol AVM
12194,I240862,C200318,Male,22,Clothing,3,900.24,Credit Card,23/08/2021,Metrocity
12195,I146306,C251875,Female,19,Souvenir,1,11.73,Credit Card,23/01/2022,Metropol AVM
12196,I592952,C932135,Male,66,Clothing,4,1200.32,Credit Card,20/07/2022,Metropol AVM
12197,I695847,C292241,Female,38,Books,1,15.15,Debit Card,29/03/2021,Mall of Istanbul
12198,I236493,C552847,Male,60,Shoes,5,3000.85,Cash,2/10/2021,Kanyon
12199,I143190,C201909,Female,39,Clothing,1,300.08,Debit Card,8/5/2022,Metrocity
12200,I266790,C128934,Female,31,Cosmetics,2,81.32,Credit Card,3/10/2021,Forum Istanbul
12201,I189574,C248101,Female,60,Toys,5,179.2,Cash,19/04/2022,Metrocity
12202,I326667,C116103,Female,46,Clothing,2,600.16,Cash,11/6/2022,Metrocity
12203,I269477,C303463,Female,38,Food & Beverage,3,15.69,Credit Card,3/5/2022,Mall of Istanbul
12204,I308330,C193377,Male,69,Clothing,3,900.24,Cash,28/05/2022,Kanyon
12205,I486935,C182540,Female,21,Clothing,3,900.24,Debit Card,1/12/2021,Metropol AVM
12206,I190970,C305131,Female,61,Cosmetics,5,203.3,Cash,28/12/2022,Metrocity
12207,I132801,C170637,Female,23,Clothing,2,600.16,Cash,4/1/2022,Mall of Istanbul
12208,I113588,C200625,Male,21,Shoes,1,600.17,Cash,22/11/2021,Forum Istanbul
12209,I379732,C290469,Male,32,Food & Beverage,4,20.92,Credit Card,16/10/2021,Viaport Outlet
12210,I168365,C196651,Female,69,Souvenir,2,23.46,Cash,17/02/2022,Cevahir AVM
12211,I248638,C235110,Male,23,Clothing,1,300.08,Cash,3/11/2022,Emaar Square Mall
12212,I822257,C214832,Female,69,Clothing,2,600.16,Debit Card,17/04/2022,Emaar Square Mall
12213,I250990,C290107,Female,31,Souvenir,4,46.92,Cash,24/12/2022,Metropol AVM
12214,I906237,C261720,Female,58,Food & Beverage,5,26.15,Credit Card,29/07/2022,Kanyon
12215,I296086,C155940,Female,31,Food & Beverage,2,10.46,Cash,29/10/2021,Metrocity
12216,I115409,C176863,Male,22,Clothing,4,1200.32,Cash,9/1/2023,Mall of Istanbul
12217,I317976,C136679,Male,26,Toys,2,71.68,Cash,25/02/2021,Kanyon
12218,I104633,C307641,Male,52,Toys,4,143.36,Debit Card,13/01/2023,Metropol AVM
12219,I115837,C185861,Male,64,Clothing,5,1500.4,Cash,13/06/2021,Istinye Park
12220,I224850,C125785,Male,19,Books,1,15.15,Credit Card,20/03/2021,Mall of Istanbul
12221,I690449,C187867,Female,19,Cosmetics,4,162.64,Cash,2/11/2022,Kanyon
12222,I700077,C775504,Male,32,Clothing,1,300.08,Cash,8/12/2022,Metrocity
12223,I279215,C320104,Female,59,Clothing,4,1200.32,Cash,29/12/2021,Mall of Istanbul
12224,I698320,C924806,Female,62,Clothing,1,300.08,Credit Card,26/02/2021,Kanyon
12225,I773538,C613529,Male,66,Souvenir,2,23.46,Debit Card,19/03/2022,Metropol AVM
12226,I121053,C289379,Female,64,Souvenir,4,46.92,Cash,24/01/2023,Kanyon
12227,I261518,C423646,Female,18,Souvenir,2,23.46,Cash,12/11/2022,Kanyon
12228,I215889,C656238,Female,31,Clothing,4,1200.32,Cash,4/10/2022,Kanyon
12229,I158445,C297854,Male,62,Souvenir,4,46.92,Cash,8/3/2023,Zorlu Center
12230,I183247,C340135,Male,26,Souvenir,3,35.19,Cash,18/07/2022,Metropol AVM
12231,I643517,C262980,Female,29,Cosmetics,3,121.98,Debit Card,27/03/2022,Kanyon
12232,I163870,C966218,Male,21,Toys,2,71.68,Credit Card,19/03/2021,Mall of Istanbul
12233,I172572,C483436,Female,56,Clothing,4,1200.32,Cash,9/3/2021,Mall of Istanbul
12234,I228390,C546526,Female,33,Food & Beverage,3,15.69,Debit Card,3/2/2023,Zorlu Center
12235,I154236,C669977,Male,67,Toys,4,143.36,Debit Card,15/05/2022,Metrocity
12236,I193512,C987315,Male,20,Clothing,2,600.16,Credit Card,19/06/2021,Metropol AVM
12237,I207450,C321971,Female,61,Shoes,1,600.17,Cash,30/10/2022,Emaar Square Mall
12238,I138461,C140529,Male,31,Clothing,4,1200.32,Debit Card,24/06/2021,Emaar Square Mall
12239,I592455,C331560,Female,58,Cosmetics,2,81.32,Credit Card,11/11/2022,Mall of Istanbul
12240,I238620,C223402,Female,35,Food & Beverage,4,20.92,Debit Card,20/01/2022,Metrocity
12241,I273175,C239903,Male,30,Clothing,4,1200.32,Cash,17/01/2023,Kanyon
12242,I100320,C152872,Female,21,Clothing,2,600.16,Cash,10/10/2022,Emaar Square Mall
12243,I578847,C480847,Male,34,Cosmetics,5,203.3,Cash,18/05/2022,Istinye Park
12244,I106190,C256810,Male,22,Clothing,4,1200.32,Credit Card,6/7/2021,Kanyon
12245,I186641,C272087,Male,54,Shoes,3,1800.51,Credit Card,20/11/2022,Istinye Park
12246,I297463,C229975,Female,32,Technology,2,2100.0,Cash,28/07/2022,Kanyon
12247,I170868,C189861,Female,42,Toys,2,71.68,Cash,5/11/2022,Mall of Istanbul
12248,I125639,C327595,Female,59,Books,3,45.45,Cash,24/02/2022,Zorlu Center
12249,I303703,C105172,Female,33,Cosmetics,1,40.66,Cash,17/05/2022,Metropol AVM
12250,I987494,C332610,Female,32,Food & Beverage,5,26.15,Cash,4/3/2023,Mall of Istanbul
12251,I954617,C585610,Male,21,Clothing,4,1200.32,Cash,2/9/2022,Istinye Park
12252,I281262,C106353,Male,66,Souvenir,2,23.46,Debit Card,11/6/2021,Kanyon
12253,I266277,C131430,Female,25,Toys,5,179.2,Cash,3/5/2022,Mall of Istanbul
12254,I226883,C140146,Female,63,Shoes,4,2400.68,Credit Card,3/11/2021,Mall of Istanbul
12255,I187678,C751782,Female,66,Shoes,1,600.17,Cash,20/09/2021,Kanyon
12256,I131472,C263149,Male,27,Clothing,2,600.16,Debit Card,24/07/2021,Zorlu Center
12257,I109261,C275914,Female,45,Clothing,4,1200.32,Cash,4/2/2023,Metropol AVM
12258,I309663,C876839,Male,26,Shoes,5,3000.85,Credit Card,13/06/2022,Kanyon
12259,I195797,C861866,Female,29,Shoes,4,2400.68,Credit Card,2/11/2022,Mall of Istanbul
12260,I235075,C290379,Female,34,Cosmetics,5,203.3,Cash,6/6/2022,Emaar Square Mall
12261,I308589,C172887,Female,55,Clothing,4,1200.32,Credit Card,28/06/2022,Metrocity
12262,I314629,C221178,Male,61,Clothing,2,600.16,Debit Card,5/10/2021,Kanyon
12263,I275775,C153525,Female,28,Technology,3,3150.0,Cash,20/01/2023,Metrocity
12264,I696188,C267735,Male,18,Shoes,3,1800.51,Cash,31/05/2022,Kanyon
12265,I182115,C259330,Male,29,Souvenir,5,58.65,Credit Card,27/08/2021,Zorlu Center
12266,I104780,C883548,Female,21,Clothing,5,1500.4,Debit Card,28/01/2022,Viaport Outlet
12267,I250850,C186508,Female,24,Souvenir,5,58.65,Credit Card,17/11/2021,Istinye Park
12268,I563766,C536056,Male,19,Clothing,2,600.16,Cash,14/02/2022,Istinye Park
12269,I174342,C542953,Female,21,Clothing,4,1200.32,Cash,30/11/2021,Kanyon
12270,I171079,C978071,Female,32,Clothing,2,600.16,Cash,21/11/2022,Kanyon
12271,I291777,C304265,Female,45,Food & Beverage,2,10.46,Debit Card,20/10/2022,Mall of Istanbul
12272,I281415,C700728,Female,45,Shoes,1,600.17,Cash,22/10/2021,Kanyon
12273,I218412,C116024,Female,34,Toys,3,107.52,Debit Card,4/8/2022,Viaport Outlet
12274,I766430,C134617,Female,37,Clothing,2,600.16,Credit Card,10/2/2021,Metrocity
12275,I130162,C220995,Female,40,Cosmetics,2,81.32,Cash,16/05/2021,Metrocity
12276,I193431,C285335,Male,57,Cosmetics,1,40.66,Cash,24/01/2021,Mall of Istanbul
12277,I286933,C139655,Female,19,Technology,2,2100.0,Cash,1/4/2021,Istinye Park
12278,I180798,C289923,Female,26,Souvenir,1,11.73,Credit Card,30/01/2023,Zorlu Center
12279,I168243,C243906,Female,40,Food & Beverage,5,26.15,Credit Card,13/03/2022,Viaport Outlet
12280,I214445,C625883,Female,51,Toys,3,107.52,Cash,2/2/2022,Kanyon
12281,I281044,C635480,Female,49,Toys,2,71.68,Cash,15/01/2021,Mall of Istanbul
12282,I156300,C111359,Male,47,Food & Beverage,1,5.23,Credit Card,12/2/2023,Kanyon
12283,I160685,C124539,Female,65,Shoes,2,1200.34,Debit Card,18/05/2021,Forum Istanbul
12284,I267423,C269145,Male,64,Clothing,4,1200.32,Credit Card,2/1/2023,Mall of Istanbul
12285,I321308,C991404,Male,51,Clothing,3,900.24,Cash,6/12/2022,Kanyon
12286,I323291,C166767,Male,53,Cosmetics,1,40.66,Cash,5/2/2021,Zorlu Center
12287,I117099,C218445,Male,69,Clothing,2,600.16,Debit Card,1/6/2022,Viaport Outlet
12288,I264632,C319787,Male,46,Books,1,15.15,Debit Card,2/7/2022,Metrocity
12289,I260818,C268697,Male,60,Clothing,5,1500.4,Cash,15/05/2021,Kanyon
12290,I701068,C148865,Female,36,Clothing,3,900.24,Cash,20/10/2021,Mall of Istanbul
12291,I327353,C274884,Male,53,Cosmetics,5,203.3,Cash,19/10/2022,Metropol AVM
12292,I201776,C589423,Male,46,Toys,3,107.52,Credit Card,18/06/2021,Metrocity
12293,I747305,C899077,Female,43,Souvenir,4,46.92,Cash,1/11/2022,Kanyon
12294,I807269,C242830,Male,44,Food & Beverage,5,26.15,Credit Card,22/02/2021,Viaport Outlet
12295,I281880,C235318,Female,36,Clothing,1,300.08,Cash,18/10/2021,Kanyon
12296,I205144,C167152,Female,40,Clothing,2,600.16,Cash,22/12/2022,Emaar Square Mall
12297,I314476,C257417,Female,54,Food & Beverage,3,15.69,Debit Card,1/11/2022,Kanyon
12298,I156047,C201821,Male,62,Food & Beverage,5,26.15,Credit Card,18/08/2022,Istinye Park
12299,I866239,C290992,Male,35,Clothing,3,900.24,Credit Card,20/03/2022,Metropol AVM
12300,I250353,C557581,Female,26,Cosmetics,2,81.32,Cash,1/3/2021,Metrocity
12301,I320250,C473389,Female,67,Shoes,3,1800.51,Debit Card,22/01/2021,Metropol AVM
12302,I196033,C345484,Male,67,Clothing,3,900.24,Cash,19/07/2022,Zorlu Center
12303,I206027,C250717,Female,63,Toys,2,71.68,Credit Card,27/09/2021,Mall of Istanbul
12304,I173368,C307246,Male,27,Toys,1,35.84,Credit Card,15/04/2022,Mall of Istanbul
12305,I206155,C276044,Male,57,Clothing,2,600.16,Cash,31/10/2021,Kanyon
12306,I874299,C116743,Female,60,Food & Beverage,3,15.69,Credit Card,11/6/2022,Metrocity
12307,I277018,C304807,Female,39,Technology,4,4200.0,Credit Card,24/05/2022,Forum Istanbul
12308,I788301,C928981,Female,40,Clothing,1,300.08,Credit Card,12/12/2022,Viaport Outlet
12309,I349283,C177835,Male,30,Clothing,2,600.16,Cash,15/12/2021,Zorlu Center
12310,I141806,C106415,Female,60,Clothing,1,300.08,Cash,30/07/2021,Istinye Park
12311,I205047,C250877,Female,40,Souvenir,5,58.65,Credit Card,24/08/2021,Metropol AVM
12312,I534764,C957408,Female,69,Souvenir,3,35.19,Credit Card,13/02/2023,Kanyon
12313,I160525,C260678,Female,62,Clothing,3,900.24,Cash,15/04/2022,Mall of Istanbul
12314,I973242,C197024,Female,38,Food & Beverage,2,10.46,Cash,29/12/2022,Metrocity
12315,I926005,C321337,Female,57,Food & Beverage,5,26.15,Credit Card,2/3/2023,Istinye Park
12316,I325188,C324544,Male,48,Clothing,4,1200.32,Debit Card,23/03/2021,Kanyon
12317,I984636,C159964,Female,18,Food & Beverage,3,15.69,Cash,11/3/2021,Istinye Park
12318,I115196,C331569,Female,31,Clothing,3,900.24,Credit Card,25/01/2023,Istinye Park
12319,I113319,C835680,Female,56,Toys,3,107.52,Cash,4/2/2021,Metropol AVM
12320,I209927,C145315,Female,19,Food & Beverage,4,20.92,Debit Card,24/04/2022,Forum Istanbul
12321,I265057,C338868,Female,32,Food & Beverage,1,5.23,Cash,1/1/2023,Emaar Square Mall
12322,I914377,C145911,Female,35,Clothing,1,300.08,Cash,21/04/2021,Mall of Istanbul
12323,I803516,C228871,Female,32,Clothing,1,300.08,Debit Card,13/09/2021,Mall of Istanbul
12324,I190028,C292534,Female,67,Souvenir,4,46.92,Cash,26/07/2022,Kanyon
12325,I302415,C692346,Male,31,Clothing,1,300.08,Cash,14/06/2022,Metrocity
12326,I169124,C320774,Female,53,Clothing,3,900.24,Credit Card,6/1/2023,Metropol AVM
12327,I192783,C198109,Female,24,Food & Beverage,4,20.92,Debit Card,10/8/2021,Zorlu Center
12328,I744913,C436025,Female,32,Clothing,1,300.08,Cash,16/09/2022,Mall of Istanbul
12329,I334078,C910874,Female,19,Cosmetics,3,121.98,Debit Card,24/06/2021,Kanyon
12330,I286426,C984998,Female,67,Clothing,5,1500.4,Debit Card,15/11/2021,Kanyon
12331,I106577,C130331,Female,50,Clothing,4,1200.32,Debit Card,11/3/2021,Kanyon
12332,I363077,C157687,Male,43,Clothing,1,300.08,Credit Card,8/5/2022,Mall of Istanbul
12333,I111724,C208385,Male,40,Clothing,1,300.08,Cash,4/1/2023,Zorlu Center
12334,I207432,C136878,Male,64,Clothing,2,600.16,Credit Card,18/05/2021,Mall of Istanbul
12335,I185821,C311629,Female,49,Clothing,2,600.16,Credit Card,20/11/2022,Istinye Park
12336,I509909,C253952,Female,22,Toys,2,71.68,Debit Card,8/4/2021,Istinye Park
12337,I126085,C139048,Female,45,Shoes,1,600.17,Credit Card,27/11/2022,Metrocity
12338,I220498,C481631,Female,29,Souvenir,4,46.92,Cash,25/01/2021,Forum Istanbul
12339,I236481,C320460,Female,52,Technology,1,1050.0,Credit Card,29/04/2022,Cevahir AVM
12340,I146524,C207933,Male,42,Toys,4,143.36,Credit Card,8/10/2022,Forum Istanbul
12341,I108154,C274251,Female,41,Toys,3,107.52,Credit Card,8/3/2022,Istinye Park
12342,I309208,C568602,Female,32,Souvenir,4,46.92,Cash,27/07/2021,Mall of Istanbul
12343,I327109,C131082,Female,60,Food & Beverage,4,20.92,Credit Card,19/12/2021,Istinye Park
12344,I166725,C332903,Female,25,Food & Beverage,5,26.15,Debit Card,17/01/2021,Istinye Park
12345,I267784,C278067,Male,32,Clothing,4,1200.32,Cash,6/3/2022,Emaar Square Mall
12346,I284714,C115140,Male,28,Cosmetics,4,162.64,Credit Card,14/02/2022,Istinye Park
12347,I299338,C304293,Female,63,Clothing,2,600.16,Cash,27/02/2022,Metrocity
12348,I325937,C308784,Female,62,Souvenir,4,46.92,Cash,30/10/2021,Zorlu Center
12349,I227488,C181261,Male,37,Food & Beverage,3,15.69,Cash,7/9/2021,Mall of Istanbul
12350,I245258,C188298,Female,22,Toys,1,35.84,Debit Card,10/4/2022,Forum Istanbul
12351,I413907,C877054,Male,24,Cosmetics,2,81.32,Credit Card,31/12/2021,Emaar Square Mall
12352,I842392,C133472,Male,64,Books,4,60.6,Credit Card,13/12/2021,Cevahir AVM
12353,I255038,C307633,Male,24,Shoes,3,1800.51,Cash,25/08/2021,Metropol AVM
12354,I101312,C261678,Male,50,Clothing,5,1500.4,Cash,29/09/2021,Mall of Istanbul
12355,I226627,C132207,Female,36,Clothing,5,1500.4,Cash,4/11/2021,Kanyon
12356,I111919,C870273,Female,44,Clothing,3,900.24,Cash,26/12/2022,Metropol AVM
12357,I307452,C337515,Female,33,Shoes,2,1200.34,Credit Card,26/10/2021,Mall of Istanbul
12358,I115388,C263665,Female,47,Books,3,45.45,Debit Card,25/05/2021,Metropol AVM
12359,I228075,C356464,Female,54,Clothing,2,600.16,Debit Card,5/4/2021,Kanyon
12360,I148532,C128612,Female,58,Food & Beverage,5,26.15,Credit Card,23/07/2022,Mall of Istanbul
12361,I126346,C190451,Female,37,Cosmetics,4,162.64,Cash,14/01/2023,Mall of Istanbul
12362,I218998,C147258,Female,56,Clothing,3,900.24,Credit Card,22/09/2022,Emaar Square Mall
12363,I270259,C251456,Female,27,Books,2,30.3,Credit Card,6/3/2023,Istinye Park
12364,I198488,C124782,Male,42,Cosmetics,1,40.66,Credit Card,30/06/2022,Cevahir AVM
12365,I646745,C271540,Female,43,Cosmetics,5,203.3,Cash,10/11/2022,Mall of Istanbul
12366,I960778,C114897,Male,68,Technology,2,2100.0,Cash,3/1/2022,Forum Istanbul
12367,I249109,C338567,Female,44,Souvenir,3,35.19,Credit Card,9/4/2021,Metrocity
12368,I527311,C192706,Female,59,Shoes,2,1200.34,Credit Card,28/03/2021,Metrocity
12369,I205050,C732277,Male,60,Books,3,45.45,Credit Card,3/12/2022,Cevahir AVM
12370,I164043,C247918,Female,24,Food & Beverage,2,10.46,Debit Card,13/04/2021,Mall of Istanbul
12371,I124212,C549521,Female,58,Clothing,3,900.24,Credit Card,19/12/2021,Kanyon
12372,I142385,C247320,Female,27,Clothing,5,1500.4,Cash,2/7/2022,Mall of Istanbul
12373,I250583,C674470,Female,35,Clothing,4,1200.32,Credit Card,14/03/2022,Forum Istanbul
12374,I152925,C117810,Female,35,Clothing,4,1200.32,Cash,7/1/2023,Viaport Outlet
12375,I161347,C276158,Male,58,Cosmetics,5,203.3,Cash,3/8/2021,Emaar Square Mall
12376,I460301,C303925,Male,58,Cosmetics,1,40.66,Cash,26/12/2022,Metrocity
12377,I323612,C269177,Male,50,Clothing,5,1500.4,Cash,25/04/2022,Istinye Park
12378,I203491,C164654,Female,45,Clothing,4,1200.32,Cash,14/09/2022,Emaar Square Mall
12379,I760515,C562754,Female,49,Clothing,5,1500.4,Credit Card,28/05/2022,Cevahir AVM
12380,I134251,C228452,Female,44,Food & Beverage,3,15.69,Credit Card,27/01/2021,Mall of Istanbul
12381,I256321,C201459,Male,48,Clothing,5,1500.4,Credit Card,13/02/2023,Kanyon
12382,I230241,C314521,Male,49,Technology,2,2100.0,Cash,22/11/2021,Metropol AVM
12383,I190360,C246668,Female,24,Food & Beverage,5,26.15,Credit Card,1/1/2023,Cevahir AVM
12384,I174958,C205926,Male,38,Technology,2,2100.0,Debit Card,22/04/2021,Istinye Park
12385,I109555,C324941,Female,69,Cosmetics,4,162.64,Credit Card,3/3/2022,Metrocity
12386,I319693,C513224,Female,36,Clothing,4,1200.32,Cash,12/2/2023,Istinye Park
12387,I439549,C237929,Female,37,Clothing,1,300.08,Cash,28/02/2023,Metrocity
12388,I884938,C309950,Male,21,Shoes,3,1800.51,Credit Card,13/05/2022,Istinye Park
12389,I333672,C168726,Female,26,Toys,3,107.52,Cash,2/1/2021,Kanyon
12390,I102157,C204532,Male,42,Shoes,1,600.17,Debit Card,28/09/2022,Mall of Istanbul
12391,I853257,C207186,Male,66,Clothing,5,1500.4,Credit Card,14/11/2022,Kanyon
12392,I273711,C265548,Female,29,Clothing,4,1200.32,Debit Card,19/07/2022,Mall of Istanbul
12393,I859180,C139144,Female,56,Cosmetics,2,81.32,Cash,25/10/2021,Mall of Istanbul
12394,I105524,C232011,Female,21,Food & Beverage,1,5.23,Debit Card,24/08/2022,Kanyon
12395,I276126,C135467,Female,58,Clothing,5,1500.4,Cash,1/1/2023,Metropol AVM
12396,I330192,C330056,Male,64,Shoes,1,600.17,Credit Card,18/02/2021,Mall of Istanbul
12397,I855262,C148088,Female,35,Books,3,45.45,Debit Card,27/09/2021,Metrocity
12398,I197393,C458743,Male,61,Food & Beverage,5,26.15,Cash,3/3/2023,Mall of Istanbul
12399,I144315,C272524,Male,23,Cosmetics,3,121.98,Debit Card,24/01/2023,Kanyon
12400,I162270,C305969,Male,33,Clothing,4,1200.32,Cash,3/10/2022,Metropol AVM
12401,I233582,C945632,Female,46,Clothing,1,300.08,Debit Card,15/12/2021,Mall of Istanbul
12402,I740307,C172678,Female,36,Toys,4,143.36,Cash,4/7/2022,Viaport Outlet
12403,I127417,C793976,Female,33,Books,5,75.75,Debit Card,9/1/2021,Forum Istanbul
12404,I339728,C322995,Male,61,Technology,5,5250.0,Cash,5/2/2023,Kanyon
12405,I334195,C238751,Male,64,Clothing,4,1200.32,Credit Card,19/05/2022,Cevahir AVM
12406,I718299,C171810,Female,69,Food & Beverage,2,10.46,Cash,22/06/2021,Viaport Outlet
12407,I221177,C171926,Male,19,Clothing,1,300.08,Cash,16/12/2021,Metropol AVM
12408,I193609,C882313,Female,21,Shoes,4,2400.68,Cash,12/12/2022,Istinye Park
12409,I912782,C768173,Male,63,Clothing,2,600.16,Credit Card,30/09/2022,Emaar Square Mall
12410,I403056,C122215,Female,38,Clothing,2,600.16,Debit Card,21/06/2022,Mall of Istanbul
12411,I172533,C165428,Female,49,Clothing,1,300.08,Credit Card,4/10/2021,Emaar Square Mall
12412,I332412,C777226,Male,27,Shoes,1,600.17,Debit Card,1/12/2022,Cevahir AVM
12413,I273269,C700273,Female,56,Cosmetics,4,162.64,Credit Card,23/01/2023,Mall of Istanbul
12414,I319824,C120023,Male,28,Clothing,5,1500.4,Cash,8/11/2021,Emaar Square Mall
12415,I165756,C275753,Female,41,Toys,3,107.52,Credit Card,15/05/2022,Metropol AVM
12416,I317560,C655735,Female,42,Cosmetics,3,121.98,Cash,6/6/2021,Mall of Istanbul
12417,I188354,C675231,Female,34,Cosmetics,5,203.3,Cash,9/3/2021,Mall of Istanbul
12418,I256484,C299992,Female,32,Toys,5,179.2,Debit Card,14/04/2021,Metrocity
12419,I113587,C202492,Female,32,Technology,3,3150.0,Cash,5/4/2021,Istinye Park
12420,I215353,C221512,Female,58,Clothing,4,1200.32,Credit Card,28/09/2021,Viaport Outlet
12421,I108282,C304963,Female,43,Food & Beverage,4,20.92,Cash,10/1/2023,Forum Istanbul
12422,I104873,C170223,Male,67,Toys,5,179.2,Cash,16/03/2022,Metrocity
12423,I262163,C327824,Male,66,Clothing,5,1500.4,Cash,5/2/2021,Kanyon
12424,I291971,C139840,Male,23,Shoes,1,600.17,Credit Card,19/07/2021,Metrocity
12425,I221028,C382270,Male,19,Toys,1,35.84,Credit Card,16/04/2021,Istinye Park
12426,I285699,C264597,Female,60,Food & Beverage,3,15.69,Credit Card,12/8/2022,Forum Istanbul
12427,I280750,C122352,Female,56,Toys,4,143.36,Debit Card,15/08/2021,Forum Istanbul
12428,I273494,C220022,Female,53,Clothing,2,600.16,Cash,20/09/2022,Kanyon
12429,I211887,C252523,Female,41,Cosmetics,3,121.98,Debit Card,1/3/2022,Kanyon
12430,I234668,C310964,Female,49,Food & Beverage,3,15.69,Debit Card,20/07/2021,Metropol AVM
12431,I234208,C317620,Male,51,Food & Beverage,5,26.15,Credit Card,18/06/2021,Zorlu Center
12432,I185631,C199423,Female,20,Clothing,1,300.08,Cash,16/06/2021,Mall of Istanbul
12433,I329581,C838799,Female,33,Food & Beverage,2,10.46,Debit Card,27/04/2021,Mall of Istanbul
12434,I401442,C152288,Male,50,Food & Beverage,5,26.15,Cash,8/11/2021,Viaport Outlet
12435,I256679,C108702,Female,40,Shoes,4,2400.68,Credit Card,23/02/2021,Mall of Istanbul
12436,I440409,C135732,Female,39,Clothing,1,300.08,Credit Card,2/2/2022,Metropol AVM
12437,I196869,C446216,Male,63,Shoes,1,600.17,Cash,25/06/2022,Metrocity
12438,I139966,C172172,Male,45,Souvenir,4,46.92,Credit Card,23/10/2022,Cevahir AVM
12439,I507380,C984344,Female,23,Cosmetics,2,81.32,Credit Card,7/11/2022,Metrocity
12440,I253986,C932518,Female,38,Clothing,2,600.16,Cash,5/11/2021,Zorlu Center
12441,I185904,C306104,Male,31,Clothing,5,1500.4,Credit Card,12/12/2021,Metrocity
12442,I190029,C334939,Female,20,Clothing,1,300.08,Cash,18/01/2022,Istinye Park
12443,I174032,C323479,Female,40,Shoes,3,1800.51,Cash,2/3/2021,Viaport Outlet
12444,I142002,C142431,Female,23,Toys,1,35.84,Credit Card,20/06/2021,Metrocity
12445,I654026,C311535,Male,62,Shoes,2,1200.34,Cash,13/08/2021,Emaar Square Mall
12446,I278649,C166051,Male,44,Shoes,3,1800.51,Debit Card,27/02/2021,Viaport Outlet
12447,I162405,C378267,Male,44,Cosmetics,2,81.32,Cash,29/04/2021,Istinye Park
12448,I983266,C331446,Male,63,Clothing,4,1200.32,Cash,26/05/2022,Zorlu Center
12449,I269054,C111430,Female,44,Clothing,5,1500.4,Cash,16/01/2022,Istinye Park
12450,I102304,C603018,Female,26,Souvenir,3,35.19,Cash,4/4/2021,Viaport Outlet
12451,I291153,C886593,Female,28,Clothing,5,1500.4,Debit Card,23/07/2021,Mall of Istanbul
12452,I124347,C885033,Female,57,Food & Beverage,5,26.15,Debit Card,10/11/2021,Kanyon
12453,I257848,C504738,Female,32,Clothing,2,600.16,Cash,18/04/2022,Metrocity
12454,I269175,C255097,Female,56,Clothing,3,900.24,Cash,10/1/2023,Mall of Istanbul
12455,I321812,C951517,Female,27,Clothing,5,1500.4,Cash,1/10/2022,Emaar Square Mall
12456,I771681,C211586,Female,61,Cosmetics,5,203.3,Credit Card,10/8/2022,Metrocity
12457,I142943,C670386,Male,52,Clothing,3,900.24,Cash,22/01/2022,Viaport Outlet
12458,I213821,C310953,Female,31,Food & Beverage,1,5.23,Cash,12/12/2021,Istinye Park
12459,I228698,C238868,Female,32,Shoes,3,1800.51,Credit Card,29/01/2023,Emaar Square Mall
12460,I383226,C975865,Female,19,Food & Beverage,5,26.15,Credit Card,23/02/2023,Kanyon
12461,I279221,C397344,Female,18,Cosmetics,3,121.98,Cash,20/10/2022,Forum Istanbul
12462,I332546,C453268,Female,34,Food & Beverage,2,10.46,Cash,14/05/2021,Metrocity
12463,I162189,C132741,Male,49,Shoes,1,600.17,Cash,18/12/2022,Metropol AVM
12464,I260576,C650054,Female,31,Shoes,2,1200.34,Cash,25/12/2021,Metrocity
12465,I229000,C327915,Female,64,Clothing,1,300.08,Debit Card,4/12/2022,Forum Istanbul
12466,I237079,C316567,Female,42,Shoes,3,1800.51,Cash,5/6/2022,Emaar Square Mall
12467,I231450,C121653,Female,58,Souvenir,3,35.19,Debit Card,30/09/2022,Emaar Square Mall
12468,I319160,C166203,Male,36,Cosmetics,5,203.3,Cash,24/02/2023,Kanyon
12469,I180626,C324695,Female,65,Clothing,2,600.16,Credit Card,7/9/2022,Emaar Square Mall
